CUSIP,MASTER_DEAL_NO,NINAMES,PRINCIPALAMOUNT,EXCHANGE,INDUSTRY,MKTVALUEPF,industry_code,year,fees,offer_price
91359L,523381002,Universal Hospital Services,13.603,Nasdaq,Pers/Bus/Rep Svc,50.9,7,1999,6,9.375
770196,523449034,Robbins & Myers Inc,34.1,Nasdaq,Manufacturing,195.4,3,1999,,
811904,523505002,Seacor Holdings Inc,66.688,Nasdaq,Transportation,198.4,4,1999,5.526,24.25
03748R,523729002,Apartment Invest & Mgmt Co,47.813,New York,REIT,327.5,6,1999,5.49,19.125
40425P,523751002,HNC Software Inc,55.5,Nasdaq,Pers/Bus/Rep Svc,,7,1999,5,37
669729,523754002,Norwood Promotional Products,46.75,Nasdaq,Manufacturing,94.4,2,1999,6.382,17
74437C,523774002,PSINet Inc,115,Nasdaq,Pers/Bus/Rep Svc,837.7,7,1999,4.783,23
462030,523806034,Iomega Corp,82.058,Nasdaq,Manufacturing,326.1,3,1999,,
31430F,523840002,FelCor Suite Hotels Inc,291.5,New York,REIT,459.5,6,1999,5.245,26.5
422169,524283002,Health & Retirement Ppty Trust,104,New York,REIT,293.2,6,1999,5.313,16
628852,524306002,NCI Building Systems Inc,30.454,Nasdaq,Manufacturing,183.2,3,1999,5.6729,24.5
869099,524446002,Susquehanna Bancshares Inc,34.45,Nasdaq,Commercial Bank,316.4,6,1999,4.491,26.5
983882,524735002,XATA Corp,4.9,Nasdaq,Pers/Bus/Rep Svc,30.3,7,1999,9,7
927460,525191002,Vintage Petroleum Inc,58.668,New York,Natural Resource,484.7,1,1999,4.905,21
831682,525404002,Small's Oil Field Services,9.765,Nasdaq,Manufacturing,,3,1999,26.267,2.17
04033M,525424002,Ariel Corp,15,Nasdaq,Manufacturing,38.5,3,1999,7.067,7.5
014476,526059002,Alexander & Alexander Services,25.22,New York,Insurance,994.5,6,1999,2.222,22.5
669932,539121002,Novatek International Inc,3.375,Nasdaq,Manufacturing,12,3,1999,9,4.5
471057,585052002,Japan Equity Fund Inc,29.344,New York,Investment Fund,117.1,6,1999,2.5,10.86
731738,600450002,PolyMedica Industries Inc,4.55,Nasdaq,Manufacturing,49.6,3,1999,6.462,6.5
454090,600679002,India Growth Fund Inc,32.783,New York,Investment Fund,130.7,6,1999,17.921,13.95
18449C,605040002,Clean Diesel Technologies Inc,13.012,Nasdaq,Manufacturing,512.5,3,1999,,6.5
784082,653615002,"SDNB Finl Corp, San Diego,CA",3.34,Nasdaq,Commercial Bank,8.9,6,1999,,4.34
336912,1096503009,First USA Paymentech Inc,46.24,New York,Pers/Bus/Rep Svc,1334,7,2000,4.23,34
26922C,1096511009,Etec Systems Inc,38.464,Nasdaq,Manufacturing,,3,2000,4.51,33.25
911843,1096514009,United States Filter Corp,69.575,New York,Manufacturing,1733.9,3,2000,3.954,31.625
460886,1096518009,Interstate Hotels Co,15,New York,Restaurant/Hotel,,7,2000,4.76,25
305914,1096523009,Falcon Drilling Co,37.275,Nasdaq,Natural Resource,2782.5,1,2000,4.225,35.5
466232,1096547009,JP Foodservice Inc,25.315,New York,Wholesale,721.2,5,2000,4.75,22.5
23333J,1096550009,DT Industries Inc,35.087,Nasdaq,Manufacturing,,3,2000,4.493,34.5
740189,1096557009,Precision Castparts Corp,37.2,New York,Manufacturing,953.3,3,2000,,46.5
94973G,1096565009,Wellpoint Health Networks Inc,72.8,New York,Insurance,2786,6,2000,3,28
67564R,1096567009,OMI Corp,14,New York,Transportation,297.8,4,2000,5,7
360921,1096571009,Furniture Brands International,24.5,New York,Manufacturing,614,2,2000,4,12.25
171870,1096578009,Cincinnati Bell Inc,22.3,New York,Telephone Commun,3718.5,4,2000,4.25,55.75
641149,1096587009,Netscape Communications Corp,40.313,Nasdaq,Pers/Bus/Rep Svc,,7,2000,4.484,53.75
00185E,1096599009,APAC TeleServices Inc,34.44,Nasdaq,Pers/Bus/Rep Svc,1940.4,7,2000,4,42
258624,1096600009,Doubletree Corp,39.25,Nasdaq,Restaurant/Hotel,,7,2000,4.153,39.25
910865,1096607009,United Meridian Corp,61.277,New York,Natural Resource,,1,2000,3.763,46.5
879939,1096617009,Teletech Hldg Inc,22.32,Nasdaq,Pers/Bus/Rep Svc,,7,2000,5,31
126545,1096623009,CUC International Inc,80.025,New York,Restaurant/Hotel,912.2,7,2000,3.299,24.25
228255,1096635009,Crown Cork & Seal Co,85.563,New York,Manufacturing,4192.6,3,2000,3.481,46.25
640204,1096657009,Neiman-Marcus Group Inc,56,New York,Retail,1610.1,5,2000,4,35
230029,1096666009,Culligan Water Technologies,37.587,New York,Manufacturing,749.3,3,2000,4.013,37.625
987434,1096684009,Young Broadcasting Inc,39,Nasdaq,Radio/TV/Telecom,576.2,4,2000,4.523,32.5
79377R,1096705009,Saks Holdings,53.2,New York,Retail,2096,5,2000,3.759,33.25
892261,1096736009,Toy Biz Inc,9.6,New York,Manufacturing,663.2,3,2000,4.733,15
099724,1096755009,BorgWarner Inc,22.1,New York,Manufacturing,797.9,3,2000,4.235,34
744284,1096772009,Proxim Inc,10.938,Nasdaq,Manufacturing,,3,2000,5,25
878237,1096773009,Tech Data Corp,15.2,Nasdaq,Wholesale,805.8,5,2000,4.25,19
285661,1096776009,Electronic Data Systems Corp,139.875,New York,Pers/Bus/Rep Svc,22552.5,7,2000,2.606,46.625
521865,1096792009,Lear Corp,100.5,New York,Manufacturing,2386.7,3,2000,2.985,33.5
973149,1096793009,Wind River Systems Inc,22.275,Nasdaq,Pers/Bus/Rep Svc,901.9,7,2000,5.259,27
892349,1096807009,Tracor Inc,21.611,Nasdaq,Manufacturing,362.6,3,2000,5,17.5
55272T,1096813009,MFS Commun(Peter Kiewit Sons),207.9,Nasdaq,Telephone Commun,,4,2000,3.125,37.125
552953,1096830009,MGM Grand Inc,59.25,New York,Leisure,2267.3,7,2000,3.747,39.5
655042,1096831009,Noble Drilling Corp,49.4,New York,Natural Resource,1349.8,1,2000,4.231,13
068480,1096855009,Barrett Resources Corp,25.32,New York,Natural Resource,804.2,1,2000,4.853,26.375
400518,1096863009,GTECH Holdings Corp,51.257,New York,Pers/Bus/Rep Svc,,7,2000,3.409,28.75
22160K,1096864009,Price/Costco Inc,76.05,Nasdaq,Retail,7611.4,5,2000,3.333,19.5
715338,1096889009,Personnel Group of America Inc,17.675,New York,Pers/Bus/Rep Svc,303.6,7,2000,5.069,25.25
053332,1096897009,Autozone Inc,154,New York,Retail,5146.8,5,2000,3,35
673662,1096900009,Oakley Inc,47.625,New York,Manufacturing,1700.2,3,2000,4.241,47.625
941848,1096904009,Waters Corp,53,New York,Manufacturing,763.1,3,2000,4.151,26.5
666807,1096909009,Northrop Grumman Corp,67.738,New York,Manufacturing,3337.4,3,2000,3.115,63.25
74342C,1096916009,ProNet Inc,20,Nasdaq,Radio/TV/Telecom,264.7,4,2000,4.72,25
984151,1096921009,XYLAN Corp,41.65,Nasdaq,Manufacturing,,3,2000,4.487,59.5
218690,1096929009,COREStaff Inc,46.375,Nasdaq,Pers/Bus/Rep Svc,2031.8,7,2000,4.229,43.75
404181,1096930009,HFS Inc,186,New York,Restaurant/Hotel,7400.9,7,2000,3.242,62
03071P,1096932009,AmeriSource Health Corp,30.435,Nasdaq,Wholesale,962.2,5,2000,4.229,35
25271C,1096939009,Diamond Offshore Drilling Inc,74.121,New York,Natural Resource,2462.5,1,2000,3.005,49.25
172172,1096953009,Cincinnati Milacron Inc,26.95,New York,Manufacturing,209.1,3,2000,4,24.5
18885T,1096954009,Clipper Realty Inc,14.7,New York,REIT,221.9,6,2000,,2.45
347461,1096964009,Fort Howard Corp,64.8,Nasdaq,Manufacturing,1528.7,2,2000,4,20.25
421949,1096965009,Health Systems International,49.987,New York,Insurance,1449.8,6,2000,3,30
084670,1096971009,Berkshire Hathaway Inc,574.425,New York,Insurance,1974.1,6,2000,1.5,1110
449295,1096978009,ICOS Corp,9.15,Nasdaq,Manufacturing,,2,2000,6.033,7.625
049164,1096980009,Atlas Air Inc,27.45,New York,Transportation,1077.1,4,2000,4.743,45.75
71940K,1096981009,Physician Computer Network,11.2,Nasdaq,Pers/Bus/Rep Svc,493.8,7,2000,5,10
749651,1096985009,ROC Taiwan Fund,34.5,New York,Other Finance,,6,2000,,22.42
080555,1096989009,Belo Corp,36.25,New York,Radio/TV/Telecom,2981,4,2000,4.497,36.25
716016,1097003009,Petco Animal Supplies Inc,26.71,Nasdaq,Retail,7985.5,5,2000,4,28.5
23332K,1097010009,DSP Communications Inc,18.2,Nasdaq,Manufacturing,1040.3,3,2000,5,26
23332K,1097011009,DSP Communications Inc,18.2,Nasdaq,Manufacturing,1040.3,3,2000,5,26
45336L,1097015009,InControl Inc,9.9,Nasdaq,Manufacturing,227.8,3,2000,6,16.5
691471,1097032009,Oxford Health Plans Inc,40.044,Nasdaq,Insurance,3256.4,6,2000,3.818,44
44107P,1097053009,Host Marriott Corp,72.188,New York,Restaurant/Hotel,2653.6,7,2000,3.733,13.125
264411,1097062009,Duke Realty Investments Inc,6.025,New York,REIT,,6,2000,5.261,30.125
59503F,1097063009,Microbics Corporation,15.009,New York,Manufacturing,,3,2000,,8
P74823,1097064009,Panamerican Beverages Inc,44.4,New York,Manufacturing,1794.3,2,2000,3.838,37
05537W,1097065009,BDM International Inc,20.44,Nasdaq,Pers/Bus/Rep Svc,,7,2000,4.685,36.5
681904,1097069009,Omnicare Inc,51.875,New York,Retail,1663.6,5,2000,3.605,51.875
379321,1097072009,Global DirectMail Corp,25.8,New York,Retail,,5,2000,4.248,32.25
74005P,1097073009,Praxair Inc,82.775,New York,Manufacturing,5763.6,2,2000,3.003,37.625
197648,1097084009,Columbia Gas System Inc,43,New York,Gas Distribution,3329.6,4,2000,3.256,43
152342,1097094009,Centocor Inc,23.1,Nasdaq,Manufacturing,,2,2000,5,33
14743R,1097099009,Case Corp,77.725,New York,Manufacturing,3839.7,3,2000,3.329,53.75
90262K,1097113009,UCAR International Inc,102.588,New York,Manufacturing,1625.9,3,2000,3.76,35.375
126924,1097121009,Cable Design Technologies Corp,45.57,New York,Manufacturing,418,3,2000,4.494,40.5
152357,1097128009,Central & South West Corp,37.842,New York,Electric Service,,4,2000,2.844,26.375
58499L,1097134009,MediTrust Inc,34,New York,Real Estate,,6,2000,5,34
297425,1097144009,Esterline Technologies Corp,8.28,New York,Manufacturing,194.3,3,2000,5.13,23
37047F,1097145009,General Nutrition Cos Inc,70.341,Nasdaq,Retail,,5,2000,3.5,21.5
140432,1097146009,Capital Re Corp,19.2,New York,Insurance,493.5,6,2000,5.125,32
55262C,1097149009,MBIA Inc,52.063,New York,Insurance,3413.3,6,2000,3.723,74.375
284871,1097154009,Electric Fuel Corp,6.167,Nasdaq,Manufacturing,80.8,3,2000,6.462,6.5
73936C,1097155009,InterCel Inc,24.332,Nasdaq,Radio/TV/Telecom,,4,2000,5.273,16.5
23331A,1097167009,DR Horton Inc,12.075,New York,Construction,358,1,2000,5.15,10.5
74156D,1303101034,Prime Medical Services Inc,,Nasdaq,Healthcare,,8,2000,,
36236E,1303683034,GT Interactive Software Corp,,Nasdaq,Pers/Bus/Rep Svc,,7,2000,,
023127,1304226034,AMAX Inc,,New York,Manufacturing,,3,2000,,
197648,2281981002,Columbia Gas System Inc,172,New York,Gas Distribution,3329.6,4,2000,3.256,43
553517,528329002,"MSB Bancorp Inc,Goshen,NY",19.8,Nasdaq,S&L/Thrift,,6,2000,6,18
75086K,530645002,Rainforest Cafe Inc,68.4,Nasdaq,Restaurant/Hotel,484.1,5,2000,5.754,28.5
048137,530677034,Atlanta Technology Group Inc,4.2,Nasdaq,Pers/Bus/Rep Svc,,8,2000,,
195872,531040002,Colonial Properties Trust Inc,98.5,New York,REIT,434.5,6,2000,5.299,24.625
92343C,531055002,Verity Inc,71,Nasdaq,Pers/Bus/Rep Svc,206.6,7,2000,4.746,35.5
640517,531340002,Neopath Inc,57.5,Nasdaq,Pers/Bus/Rep Svc,292,7,2000,6,23
234053,532256002,Daisytek International Corp,31.913,Nasdaq,Wholesale,173.3,5,2000,5.405,27.75
202218,532263002,Commercial Net Lease Rlty Inc,45.5,New York,REIT,204,6,2000,5.5,13
23331A,532492002,DR Horton Inc,42,New York,Construction,358,1,2000,4.905,10.5
019589,532498002,Allied Waste Industries Inc,50.705,New York,Sanitation,327.9,4,2000,6.109,6.875
600551,532668002,Miller Industries Inc TN,66,New York,Manufacturing,195.7,3,2000,5.345,27.5
080381,532685002,Belmont Homes Inc,26.08,Nasdaq,Manufacturing,103.7,2,2000,5.938,16
436440,532717002,Hologic Inc,50.4,Nasdaq,Manufacturing,231.1,3,2000,5.262,42
346091,532919002,Forest Oil Corp,112.2,New York,Natural Resource,259.8,1,2000,5.25,11
49446R,533083002,Kimco Realty Corp,58.3,New York,REIT,960.9,6,2000,5.302,26.5
82980K,533084002,SITEL Corp,51,New York,Pers/Bus/Rep Svc,190.5,7,2000,5.1329,30
32054K,533104002,First Industrial Realty Tr Inc,99,New York,REIT,530.8,6,2000,5.364,22
457985,533129002,Integra LifeSciences Corp,36.919,Nasdaq,Manufacturing,213.7,2,2000,6.545,8.25
039229,533378002,Arcadian Corp,49.145,New York,Manufacturing,636.5,2,2000,4.249,20.875
45675F,533543002,Info Resource Engineering Inc,23,Nasdaq,Pers/Bus/Rep Svc,108.3,7,2000,7.4,20
362553,533557002,Gadzooks Inc,36.75,Nasdaq,Retail,143.3,5,2000,5.127,24.5
284871,533620002,Electric Fuel Corp,15.283,Nasdaq,Manufacturing,80.8,3,2000,6.462,6.5
39167B,534659034,Greater China Fund Inc,37.329,New York,Investment Fund,,6,2000,,
55262C,534684002,MBIA Inc,210.481,New York,Insurance,3413.3,6,2000,3.429,74.375
743663,535109002,Protection One Inc,40,Nasdaq,Manufacturing,115.5,3,2000,5.5,10
140432,535116002,Capital Re Corp,76.8,New York,Insurance,961.4,6,2000,5.125,32
403912,535271002,HPR Inc,44.04,Nasdaq,Pers/Bus/Rep Svc,247,7,2000,5.25,34
054350,535273002,Avondale Industries Inc,49.046,Nasdaq,Manufacturing,227.8,3,2000,5.778,15.75
912325,535569002,US Office Products Co,139.5,Nasdaq,Wholesale,209.6,5,2000,5.032,23.25
37047F,535707002,General Nutrition Cos Inc,281.363,Nasdaq,Retail,1886.5,5,2000,3.5,21.5
50216C,535744002,LSI Industries Inc,31.913,Nasdaq,Manufacturing,153.2,3,2000,5.9129,17.25
297425,535763002,Esterline Technologies Corp,33.12,New York,Manufacturing,194.3,3,2000,5.13,23
742683,535988002,Procept Inc,5.5,Nasdaq,Manufacturing,22.1,2,2000,7,2.5
827068,535995002,Silicon Valley Research Inc,22.039,Nasdaq,Pers/Bus/Rep Svc,48.6,7,2000,6,5
02755R,536001034,American Mobile Satellite Corp,120,Nasdaq,Radio/TV/Telecom,830,4,2000,,
293988,536009002,EquiMed Inc,28,Nasdaq,Healthcare,39.5,8,2000,7,14
93197L,536208002,Voice Control Systems Icn,24.7,Nasdaq,Pers/Bus/Rep Svc,59.3,7,2000,7,10
26942C,536571002,"Eagle Bancshares Inc,Tucker,GA",20.8,Nasdaq,S&L/Thrift,72.4,6,2000,5.313,16
538388,536608002,Living Centers of America Inc,97.011,New York,Healthcare,757.2,8,2000,4.613,37.5
826559,536662034,Sigma Circuits Inc,31.388,Nasdaq,Manufacturing,69,3,2000,,
655370,536876002,Noodle Kidoodle Inc,16,Nasdaq,Wholesale,60.4,5,2000,5.875,8
584699,536878002,MedImmune Inc,54,Nasdaq,Manufacturing,380.5,2,2000,5.944,18
449238,537198002,ICC Technologies Inc,17.5,Nasdaq,Pers/Bus/Rep Svc,124.1,7,2000,7,7
452921,537239002,IMNET Systems Inc,63.75,Nasdaq,Pers/Bus/Rep Svc,90.3,7,2000,5.49,25.5
372430,537351002,Genome Therapeutics Corp,39,Nasdaq,Manufacturing,1452.3,2,2000,5.769,13
375558,537374002,Gilead Sciences Inc,151,Nasdaq,Manufacturing,884.6,2,2000,4.106,37.75
20363B,537789034,Community Care of America Inc,41.85,Nasdaq,Healthcare,,8,2000,,
913004,538271034,United Stationers Inc,171.5,Nasdaq,Wholesale,384.8,5,2000,,
152357,538284002,Central & South West Corp,312.544,New York,Electric Service,5497.2,4,2000,2.844,26.375
465917,538292002,JDN Realty Corp,23,New York,REIT,368.4,6,2000,5,23
700416,538578002,Park Electrochemical Corp,16.875,New York,Manufacturing,220.5,3,2000,2.756,33.75
638882,538581002,Natural MicroSystems Corp,42,Nasdaq,Pers/Bus/Rep Svc,,7,2000,5.752,26.25
422704,538883002,Hecla Mining Co,23.719,New York,Natural Resource,421.8,1,2000,6.667,8.25
458507,539025002,INTERCO Inc,75.469,New York,Manufacturing,148,2,2000,4.986,8.625
126924,539292002,Cable Design Technologies Corp,184.68,New York,Manufacturing,418,3,2000,4.494,40.5
110411,539383002,Brite Voice Systems Inc,20.489,Nasdaq,Manufacturing,117.9,3,2000,6.252,14.875
45245W,539388002,ImClone Systems Inc,14.575,Nasdaq,Manufacturing,125.8,2,2000,6,6.625
848497,539489002,Spieker Properties Inc,108.375,New York,REIT,857.1,6,2000,5.255,25.5
708094,539500002,PennCorp Financial Group Inc,142.784,New York,Insurance,893.6,6,2000,4.5,32
168755,539546002,Children's Broadcasting Corp,21,Nasdaq,Radio/TV/Telecom,53.3,4,2000,7,10
00185E,539726002,APAC TeleServices Inc,135,Nasdaq,Pers/Bus/Rep Svc,1039.5,7,2000,5,45
141672,539756002,Career Horizons Inc,138.938,New York,Pers/Bus/Rep Svc,522.7,7,2000,5.011,23.75
929798,539779002,Wackenhut Corrections Corp,48,New York,Pers/Bus/Rep Svc,260.2,8,2000,5.5,24
713755,539781002,Performance Food Group Co,39.948,Nasdaq,Wholesale,176.1,5,2000,5.376,23.625
699462,539808002,PAREXEL International Corp,94.5,Nasdaq,Pers/Bus/Rep Svc,147.9,8,2000,4.444,33.75
90262K,539849002,UCAR International Inc,410.35,New York,Manufacturing,1625.9,3,2000,3.76,35.375
06646L,540016002,"Banknorth Group Inc,VT",30,Nasdaq,Commercial Bank,493.8,6,2000,5.511,33.75
802012,540102002,Santa Fe Energy Resources,69.303,New York,Natural Resource,790.1,1,2000,5.246,8.75
019033,540117002,Allied Capital Corp,8.609,Nasdaq,Credit Inst.,,6,2000,,13.11
942622,540125002,Watsco Inc,39.6,New York,Wholesale,242.1,5,2000,5.591,22
16139W,540130002,Chartwell Re Corp,83.689,Nasdaq,Insurance,220.4,6,2000,5,23
073678,540159002,Beacon Properties Corp,164.063,New York,REIT,715.4,6,2000,5.257,26.25
651639,540249002,Newmont Mining Corp,241.256,New York,Natural Resource,5128,1,2000,,51.87
695114,540392002,PacifiCorp,177.438,New York,Electric Service,6138.3,4,2000,2.97,20.875
902938,540405002,USA Detergents Inc,50.6,Nasdaq,Manufacturing,308,2,2000,5,23
60934T,540438002,Money Store Inc,134.375,Nasdaq,Mortgage Bank,1231.5,6,2000,4,21.5
747582,540474002,Quality Systems Inc,33.375,Nasdaq,Pers/Bus/Rep Svc,128.2,7,2000,5.483,22.25
817322,540793002,Sequana Therapeutics,32.3,Nasdaq,Manufacturing,191.5,2,2000,5.789,19
248239,540905002,Dendrite International Inc,49.275,Nasdaq,Pers/Bus/Rep Svc,207.8,7,2000,5.479,18.25
02071K,541226002,Alpha-Beta Technology Inc,42,Nasdaq,Manufacturing,233.1,2,2000,5.857,14
801003,541231002,SangStat Medical Corp,42,Nasdaq,Manufacturing,182.7,2,2000,5.857,14
14743R,541396002,Case Corp,735.031,New York,Manufacturing,3839.7,3,2000,3.293,53.75
761197,541509002,"Resource Bancshares Mtg Grp,SC",50.938,Nasdaq,Mortgage Bank,273.7,6,2000,5,14.5
152342,541550002,Centocor Inc,92.4,Nasdaq,Manufacturing,2047.3,2,2000,5,33
685691,541775002,Orchard Supply Hardware Stores,60.625,Nasdaq,Retail,191.3,5,2000,4.99,24.25
251591,541978002,Developers Diversified Realty,72.375,New York,REIT,1082.3,6,2000,1.036,28.95
584968,542001002,MedPartners/Mullikin Inc,249.563,New York,Healthcare,1181.4,8,2000,3.471,30.25
34039C,542059002,Flores & Rucks Inc,73.75,Nasdaq,Natural Resource,612.2,1,2000,5.424,14.75
35906P,542070002,Frontier Corp,122.447,New York,Telephone Commun,5101.2,4,2000,,31.5
865041,542099034,SUGEN Inc,24.063,Nasdaq,Pers/Bus/Rep Svc,170.3,8,2000,,
928497,542163002,Vitesse Semiconductor Corp,43.2,Nasdaq,Manufacturing,329,3,2000,6,18
682305,542179002,Oncogene Science Inc,25.778,Nasdaq,Manufacturing,187.8,2,2000,6.027,9.125
207410,542292002,CONMED Corp,73.7,Nasdaq,Manufacturing,308.1,3,2000,5,22
147583,542370002,Casino Data Systems Inc,42.075,Nasdaq,Manufacturing,223.2,3,2000,5.098,12.75
197648,542424002,Columbia Gas System Inc,172,New York,Gas Distribution,3329.6,4,2000,3.256,43
00753P,542953034,Advanced Magnetics Inc,29.869,Nasdaq,Manufacturing,173.8,2,2000,,
562751,542993002,Manhattan Bagel Co Inc,20.25,Nasdaq,Manufacturing,156.4,2,2000,5.622,22.5
00755F,543290002,Advanced Tissue Sciences Inc,39.75,Nasdaq,Manufacturing,491.7,2,2000,6.2639,13.25
76009U,543304002,Rent-Way Inc,19.029,New York,Pers/Bus/Rep Svc,56.2,7,2000,6,8.5
379321,543309002,Global DirectMail Corp,103.2,New York,Retail,1272.5,5,2000,4.248,32.25
681904,543393002,Omnicare Inc,207.5,New York,Retail,1663.6,5,2000,3.605,51.875
401829,543455002,Guilford Pharmaceuticals Inc,40,Nasdaq,Manufacturing,181.9,2,2000,6,20
00077R,543471002,ABR Information Services Inc,160.541,Nasdaq,Pers/Bus/Rep Svc,1074.7,7,2000,4.731,46.5
04269W,543483002,Arris Pharmaceuticals Corp,39,Nasdaq,Manufacturing,178.8,2,2000,5.9,13
232437,543486002,Cyanotech Corp,10.5,Nasdaq,Manufacturing,264.7,2,2000,7.286,7
74005P,543488002,Praxair Inc,331.1,New York,Manufacturing,5763.6,2,2000,3.003,37.625
05537W,543561002,BDM International Inc,81.76,Nasdaq,Pers/Bus/Rep Svc,508.2,7,2000,4.685,36.5
264411,544444002,Duke Realty Investments Inc,120.5,New York,REIT,1587.7,6,2000,5.261,30.125
761230,544489002,Respironics Inc,63.63,Nasdaq,Manufacturing,403.2,3,2000,5.238,21
543057,544713002,Longhorn Steaks Inc,42.188,Nasdaq,Restaurant/Hotel,263.8,5,2000,5.244,22.5
87233R,544750002,TCSI Corp,84,Nasdaq,Pers/Bus/Rep Svc,438.4,7,2000,5,28
847788,544844002,Speedway Motorsports Inc,85.638,New York,Leisure,1132.6,7,2000,4.5,27.625
864003,545107002,Studio Plus Hotels Inc,75.75,Nasdaq,Restaurant/Hotel,2077,7,2000,5.505,25.25
68750P,545118002,Orthodontic Centers of America,65.25,Nasdaq,Pers/Bus/Rep Svc,605.8,8,2000,5,29
026651,545189002,American Homestar Corp,25.5,Nasdaq,Manufacturing,262.4,2,2000,5.882,17
674623,545204002,OccuSystems Inc,39.864,Nasdaq,Healthcare,181,8,2000,5.023,21.5
44107P,545217002,Host Marriott Corp,288.75,New York,Restaurant/Hotel,2409.5,7,2000,3.733,13.125
126136,545754002,CNS Inc,37.313,Nasdaq,Manufacturing,472.3,3,2000,5.99,24.875
480236,545855002,Jones Pharmaceutical Inc,70,Nasdaq,Manufacturing,577.5,2,2000,6,35
237654,546105002,Data Dimensions Inc,16.8,Nasdaq,Pers/Bus/Rep Svc,115.4,7,2000,7,14
576844,546179002,Matrix Pharmaceutical Inc,62.219,Nasdaq,Manufacturing,444.7,2,2000,5.746,22.625
866674,546246002,Sun Communities Inc,122.788,New York,REIT,385,6,2000,5.244,26.125
691471,546410002,Oxford Health Plans Inc,159.956,Nasdaq,Insurance,3256.4,6,2000,3.818,44
75621K,546421002,Reckson Associates Realty Corp,91.5,New York,REIT,728.3,6,2000,5.475,30.5
640518,546453002,Neoprobe Corp,32.375,Nasdaq,Manufacturing,353.1,3,2000,5.784,18.5
293310,546469002,Enhance Financial Svcs Grp,50.7,New York,Insurance,448.2,6,2000,4.75,26
670509,546523002,Nuevo Energy Co,140,New York,Natural Resource,471.1,1,2000,4.375,28
589643,546527002,Meridian Industrial Trust Inc,24.563,New York,REIT,24.6,6,2000,2.992,16.375
450909,546539002,Ibis Technology Corp,11.6,Nasdaq,Manufacturing,37.1,3,2000,6.483,7.25
89151A,546738002,Total Renal Care Holdings Inc,231.875,New York,Healthcare,889.7,8,2000,4.377,33.125
01859P,546748034,Alliance Gaming Corp,74.588,Nasdaq,Manufacturing,139.5,3,2000,,
165167,546750002,Chesapeake Energy Corp,122.43,New York,Natural Resource,175928.4,1,2000,5.509,53
472097,546760002,Jayhawk Acceptance Corp,39,Nasdaq,Investment Bank,309.9,6,2000,5.462,13
617357,547229034,Morgan Grenfell SMALLCap Fund,2.901,New York,Investment Fund,2.9,6,2000,,
763408,547621002,Richfood Holdings Inc,105.225,Nasdaq,Wholesale,1470.3,5,2000,4,30.5
541198,547768002,Logans Roadhouse Inc,22.62,Nasdaq,Restaurant/Hotel,145.5,5,2000,6,26
294703,547785002,Equity Inns Inc,80.5,Nasdaq,REIT,262.8,6,2000,5.478,11.5
898168,548051002,Trump Hotels & Casino Resorts,390.625,New York,Leisure,728.6,7,2000,5.44,31.25
781748,548515002,Rural/Metro Corp,39.513,Nasdaq,Transportation,276.5,4,2000,5.2479,27.25
879176,548561002,Tel-Save Holdings Inc,157.5,Nasdaq,Radio/TV/Telecom,831.8,4,2000,6.229,17.5
470457,548715002,Jameson Inns Inc,30,Nasdaq,REIT,72.3,6,2000,7,10
453105,548735002,Imperial Thrift & Loan Assoc,21.2,Nasdaq,S&L/Thrift,124.8,6,2000,6.0379,13.25
681593,548787002,Olympic Financial Ltd,134.75,New York,Credit Inst.,579.2,6,2000,4.519,19.25
693457,549013002,PMT Services Inc,91.8,Nasdaq,Pers/Bus/Rep Svc,643.9,7,2000,4.963,27
45336L,549036002,InControl Inc,39.6,Nasdaq,Manufacturing,227.8,3,2000,6,16.5
076446,549232002,Bedford Property Investors Inc,43.55,New York,REIT,89.6,6,2000,5.5,13
687303,549250002,Orphan Medical Inc,14.25,Nasdaq,Manufacturing,43,2,2000,8,7.125
23332K,549268002,DSP Communications Inc,54.6,Nasdaq,Manufacturing,1040.3,3,2000,5,26
033037,549295002,Anchor Gaming Inc,74,Nasdaq,Leisure,896.6,7,2000,5,37
758075,549326002,Redwood Trust Inc,50.625,New York,REIT,169.9,6,2000,5.728,20.25
004401,549393002,AccuStaff Inc,324,Nasdaq,Pers/Bus/Rep Svc,1703.9,7,2000,4,27
591591,549731002,Metra Biosystems Inc,27,Nasdaq,Pers/Bus/Rep Svc,42.9,8,2000,6,13.5
885218,549988002,Thornburg Mortgage Asset Corp,45,New York,REIT,234.6,6,2000,5.5,15
71940G,550005002,Physician Reliance Network Inc,104,Nasdaq,Healthcare,1775.9,8,2000,4.5,40
68750J,550256002,OrthoLogic Corp,68.2,Nasdaq,Manufacturing,78.7,2,2000,5.387,31
36541P,550260002,Garden Ridge Corp,72.45,Nasdaq,Retail,832.7,5,2000,5.005,51.75
452729,550287002,Imperial Credit Industries Inc,97.554,Nasdaq,Mortgage Bank,480.4,6,2000,5.231,26
716016,550292002,Petco Animal Supplies Inc,114,Nasdaq,Retail,7985.5,5,2000,4,28.5
69329P,550350002,PDT Inc,72,Nasdaq,Manufacturing,571.3,2,2000,6.438,48
589601,550432002,Meridian Data,34.5,Nasdaq,Manufacturing,159.4,3,2000,5.733,15
70321E,550492002,PathoGenesis Corp,40.625,Nasdaq,Manufacturing,223.8,2,2000,5.9689,16.25
